song_title,artist,album,release_year,artist_genres,artist_popularity,artist_followers,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,custom_mood_tags,listener_context,embedding_text,archetype,spotify_url,seed_query,weak_label
Neon Pop,Goma,,,,,,,,,,,,,,,,,,,,retro; upbeat; neon; danceable; escapist,escaping into bright movement and polished nostalgia,Neon Pop | Goma | retro; upbeat; neon; danceable; escapist | escaping into bright movement and polished nostalgia | retro neon escapist,retro neon escapist,https://open.spotify.com/track/67pht0yFDQryl4rB57RJN5,neon pop,yes
Everybody Talks,Neon Trees,,,,,,,,,,,,,,,,,,,,retro; upbeat; neon; danceable; escapist,escaping into bright movement and polished nostalgia,Everybody Talks | Neon Trees | retro; upbeat; neon; danceable; escapist | escaping into bright movement and polished nostalgia | retro neon escapist,retro neon escapist,https://open.spotify.com/track/2iUmqdfGZcHIhS3b9E9EWq,neon pop,yes
Neon Pop,Goma,,,,,,,,,,,,,,,,,,,,retro; upbeat; neon; danceable; escapist,escaping into bright movement and polished nostalgia,Neon Pop | Goma | retro; upbeat; neon; danceable; escapist | escaping into bright movement and polished nostalgia | retro neon escapist,retro neon escapist,https://open.spotify.com/track/1WcKN10Y3vbSkj2I9RRvH6,neon pop,yes
Royalty,"Egzod, Maestro Chives, Neoni",,,,,,,,,,,,,,,,,,,,retro; upbeat; neon; danceable; escapist,escaping into bright movement and polished nostalgia,"Royalty | Egzod, Maestro Chives, Neoni | retro; upbeat; neon; danceable; escapist | escaping into bright movement and polished nostalgia | retro neon escapist",retro neon escapist,https://open.spotify.com/track/7F2HkBsshPlY2jDFbHpUvQ,neon pop,yes
Neon Lights,Demi Lovato,,,,,,,,,,,,,,,,,,,,retro; upbeat; neon; danceable; escapist,escaping into bright movement and polished nostalgia,Neon Lights | Demi Lovato | retro; upbeat; neon; danceable; escapist | escaping into bright movement and polished nostalgia | retro neon escapist,retro neon escapist,https://open.spotify.com/track/4PUFvMZ4KLfsItIhtHAI4P,neon pop,yes
Neon You,Northlake Shivers,,,,,,,,,,,,,,,,,,,,retro; upbeat; neon; danceable; escapist,escaping into bright movement and polished nostalgia,Neon You | Northlake Shivers | retro; upbeat; neon; danceable; escapist | escaping into bright movement and polished nostalgia | retro neon escapist,retro neon escapist,https://open.spotify.com/track/4HZ2LkNrR1PJMHlBOa3J7g,neon pop,yes
Neonljusen,Sara Parkman,,,,,,,,,,,,,,,,,,,,retro; upbeat; neon; danceable; escapist,escaping into bright movement and polished nostalgia,Neonljusen | Sara Parkman | retro; upbeat; neon; danceable; escapist | escaping into bright movement and polished nostalgia | retro neon escapist,retro neon escapist,https://open.spotify.com/track/1u1qywAL81l7wKlINXRvzL,neon pop,yes
Pop Muzik,"M / Robin Scott, Robin Scott",,,,,,,,,,,,,,,,,,,,retro; upbeat; neon; danceable; escapist,escaping into bright movement and polished nostalgia,"Pop Muzik | M / Robin Scott, Robin Scott | retro; upbeat; neon; danceable; escapist | escaping into bright movement and polished nostalgia | retro neon escapist",retro neon escapist,https://open.spotify.com/track/6z3HAUZpAyJ0ctsbAwAiw3,dance synth pop,yes
Pop Muzik,M / Robin Scott,,,,,,,,,,,,,,,,,,,,retro; upbeat; neon; danceable; escapist,escaping into bright movement and polished nostalgia,Pop Muzik | M / Robin Scott | retro; upbeat; neon; danceable; escapist | escaping into bright movement and polished nostalgia | retro neon escapist,retro neon escapist,https://open.spotify.com/track/5OUviOx2Bbuhq5UyQDuQrd,dance synth pop,yes
The Safety Dance,Men Without Hats,,,,,,,,,,,,,,,,,,,,retro; upbeat; neon; danceable; escapist,escaping into bright movement and polished nostalgia,The Safety Dance | Men Without Hats | retro; upbeat; neon; danceable; escapist | escaping into bright movement and polished nostalgia | retro neon escapist,retro neon escapist,https://open.spotify.com/track/5O4NFbDqJ8SOfbjnIhdPDt,dance synth pop,yes
The Safety Dance,Men Without Hats,,,,,,,,,,,,,,,,,,,,retro; upbeat; neon; danceable; escapist,escaping into bright movement and polished nostalgia,The Safety Dance | Men Without Hats | retro; upbeat; neon; danceable; escapist | escaping into bright movement and polished nostalgia | retro neon escapist,retro neon escapist,https://open.spotify.com/track/4UB3TaEGEY9WoOpxYNMgy4,dance synth pop,yes
Pop Muzik - 12 Inch Version,"M / Robin Scott, Nick Launay",,,,,,,,,,,,,,,,,,,,retro; upbeat; neon; danceable; escapist,escaping into bright movement and polished nostalgia,"Pop Muzik - 12 Inch Version | M / Robin Scott, Nick Launay | retro; upbeat; neon; danceable; escapist | escaping into bright movement and polished nostalgia | retro neon escapist",retro neon escapist,https://open.spotify.com/track/43U1bCDTZAhhY1Y8mCkTG4,dance synth pop,yes
Dance Again - Kite On Ice,Kite,,,,,,,,,,,,,,,,,,,,retro; upbeat; neon; danceable; escapist,escaping into bright movement and polished nostalgia,Dance Again - Kite On Ice | Kite | retro; upbeat; neon; danceable; escapist | escaping into bright movement and polished nostalgia | retro neon escapist,retro neon escapist,https://open.spotify.com/track/53IBFuq0yX8VhvwI8XdRVY,dance synth pop,yes
Dance Hall Days (Re-Recorded),Wang Chung,,,,,,,,,,,,,,,,,,,,retro; upbeat; neon; danceable; escapist,escaping into bright movement and polished nostalgia,Dance Hall Days (Re-Recorded) | Wang Chung | retro; upbeat; neon; danceable; escapist | escaping into bright movement and polished nostalgia | retro neon escapist,retro neon escapist,https://open.spotify.com/track/41OIyMJsSFMjdjZjL4tHEx,dance synth pop,yes
Guap Man,OsamaSon,,,,,,,,,,,,,,,,,,,,retro; upbeat; neon; danceable; escapist,escaping into bright movement and polished nostalgia,Guap Man | OsamaSon | retro; upbeat; neon; danceable; escapist | escaping into bright movement and polished nostalgia | retro neon escapist,retro neon escapist,https://open.spotify.com/track/0jTRBzKB6p7xjRqQYLGKsX,dance synth pop,yes
POP IT,"21 Savage, Latto",,,,,,,,,,,,,,,,,,,,retro; upbeat; neon; danceable; escapist,escaping into bright movement and polished nostalgia,"POP IT | 21 Savage, Latto | retro; upbeat; neon; danceable; escapist | escaping into bright movement and polished nostalgia | retro neon escapist",retro neon escapist,https://open.spotify.com/track/3BBMNT5kxTsYxe1r0DukIb,dance synth pop,yes
80s Pop,Frontmusic,,,,,,,,,,,,,,,,,,,,retro; upbeat; neon; danceable; escapist,escaping into bright movement and polished nostalgia,80s Pop | Frontmusic | retro; upbeat; neon; danceable; escapist | escaping into bright movement and polished nostalgia | retro neon escapist,retro neon escapist,https://open.spotify.com/track/51e61z1QAfpP9lkoDLqv6M,80s pop,yes
80s Pop,Frontmusic,,,,,,,,,,,,,,,,,,,,retro; upbeat; neon; danceable; escapist,escaping into bright movement and polished nostalgia,80s Pop | Frontmusic | retro; upbeat; neon; danceable; escapist | escaping into bright movement and polished nostalgia | retro neon escapist,retro neon escapist,https://open.spotify.com/track/1j46nJ3PAzm051I2EfOCg3,80s pop,yes
80s Pop,Frontmusic,,,,,,,,,,,,,,,,,,,,retro; upbeat; neon; danceable; escapist,escaping into bright movement and polished nostalgia,80s Pop | Frontmusic | retro; upbeat; neon; danceable; escapist | escaping into bright movement and polished nostalgia | retro neon escapist,retro neon escapist,https://open.spotify.com/track/0F5M2wSXeG5N17zIoSaw1k,80s pop,yes
800°,Ebba Grön,,,,,,,,,,,,,,,,,,,,retro; upbeat; neon; danceable; escapist,escaping into bright movement and polished nostalgia,800° | Ebba Grön | retro; upbeat; neon; danceable; escapist | escaping into bright movement and polished nostalgia | retro neon escapist,retro neon escapist,https://open.spotify.com/track/3zgJHNEorjbLLThp6TiMhz,80s pop,yes
Higher Love - Single Version,Steve Winwood,,,,,,,,,,,,,,,,,,,,retro; upbeat; neon; danceable; escapist,escaping into bright movement and polished nostalgia,Higher Love - Single Version | Steve Winwood | retro; upbeat; neon; danceable; escapist | escaping into bright movement and polished nostalgia | retro neon escapist,retro neon escapist,https://open.spotify.com/track/17Ng10tIgnYmAitl0SgT3R,80s pop,yes
Love Changes (Everything),Climie Fisher,,,,,,,,,,,,,,,,,,,,retro; upbeat; neon; danceable; escapist,escaping into bright movement and polished nostalgia,Love Changes (Everything) | Climie Fisher | retro; upbeat; neon; danceable; escapist | escaping into bright movement and polished nostalgia | retro neon escapist,retro neon escapist,https://open.spotify.com/track/1y748kOQshZECWk5MddfOv,80s pop,yes
Smalltown Boy,Bronski Beat,,,,,,,,,,,,,,,,,,,,retro; upbeat; neon; danceable; escapist,escaping into bright movement and polished nostalgia,Smalltown Boy | Bronski Beat | retro; upbeat; neon; danceable; escapist | escaping into bright movement and polished nostalgia | retro neon escapist,retro neon escapist,https://open.spotify.com/track/5vmRQ3zELMLUQPo2FLQ76x,80s pop,yes
Self Control,Laura Branigan,,,,,,,,,,,,,,,,,,,,retro; upbeat; neon; danceable; escapist,escaping into bright movement and polished nostalgia,Self Control | Laura Branigan | retro; upbeat; neon; danceable; escapist | escaping into bright movement and polished nostalgia | retro neon escapist,retro neon escapist,https://open.spotify.com/track/6JNJERZGJwDVgkmbohBw7u,80s pop,yes
Everywhere - 2017 Remaster,Fleetwood Mac,,,,,,,,,,,,,,,,,,,,retro; upbeat; neon; danceable; escapist,escaping into bright movement and polished nostalgia,Everywhere - 2017 Remaster | Fleetwood Mac | retro; upbeat; neon; danceable; escapist | escaping into bright movement and polished nostalgia | retro neon escapist,retro neon escapist,https://open.spotify.com/track/254bXAqt3zP6P50BdQvEsq,80s pop,yes
Upbeat Synthwave,synthwave man,,,,,,,,,,,,,,,,,,,,retro; upbeat; neon; danceable; escapist,escaping into bright movement and polished nostalgia,Upbeat Synthwave | synthwave man | retro; upbeat; neon; danceable; escapist | escaping into bright movement and polished nostalgia | retro neon escapist,retro neon escapist,https://open.spotify.com/track/2e3INRwUPAI9VFEnQd7yiM,upbeat synth,yes
Upbeat - New Wave Pop Beat Mix,Aries Beats,,,,,,,,,,,,,,,,,,,,retro; upbeat; neon; danceable; escapist,escaping into bright movement and polished nostalgia,Upbeat - New Wave Pop Beat Mix | Aries Beats | retro; upbeat; neon; danceable; escapist | escaping into bright movement and polished nostalgia | retro neon escapist,retro neon escapist,https://open.spotify.com/track/0YVc6r1wBheLsUyVFznkAI,upbeat synth,yes
Upbeat Classic - Retrowave Outrun,Synthwave Nation,,,,,,,,,,,,,,,,,,,,retro; upbeat; neon; danceable; escapist,escaping into bright movement and polished nostalgia,Upbeat Classic - Retrowave Outrun | Synthwave Nation | retro; upbeat; neon; danceable; escapist | escaping into bright movement and polished nostalgia | retro neon escapist,retro neon escapist,https://open.spotify.com/track/0mVhQAZtdNmfhQapqakw6I,upbeat synth,yes
Upbeat 2 - 80s Retro Wave Synth Pop Mix,Aries Beats,,,,,,,,,,,,,,,,,,,,retro; upbeat; neon; danceable; escapist,escaping into bright movement and polished nostalgia,Upbeat 2 - 80s Retro Wave Synth Pop Mix | Aries Beats | retro; upbeat; neon; danceable; escapist | escaping into bright movement and polished nostalgia | retro neon escapist,retro neon escapist,https://open.spotify.com/track/2yuwnHjUnX0QKqq4HhmZxI,upbeat synth,yes
Take On Me (Video Version),a-ha,,,,,,,,,,,,,,,,,,,,retro; upbeat; neon; danceable; escapist,escaping into bright movement and polished nostalgia,Take On Me (Video Version) | a-ha | retro; upbeat; neon; danceable; escapist | escaping into bright movement and polished nostalgia | retro neon escapist,retro neon escapist,https://open.spotify.com/track/0Up0cy9uLX7ag9ZgEKHrU9,upbeat synth,yes
Attention - Lash Remix,"Charlie Puth, Lash",,,,,,,,,,,,,,,,,,,,retro; upbeat; neon; danceable; escapist,escaping into bright movement and polished nostalgia,"Attention - Lash Remix | Charlie Puth, Lash | retro; upbeat; neon; danceable; escapist | escaping into bright movement and polished nostalgia | retro neon escapist",retro neon escapist,https://open.spotify.com/track/2uYPUZTq1uobCTgk8SqVba,upbeat synth,yes
Love Again - Clean Bandit Remix,"Rae Morris, Spike Stent",,,,,,,,,,,,,,,,,,,,retro; upbeat; neon; danceable; escapist,escaping into bright movement and polished nostalgia,"Love Again - Clean Bandit Remix | Rae Morris, Spike Stent | retro; upbeat; neon; danceable; escapist | escaping into bright movement and polished nostalgia | retro neon escapist",retro neon escapist,https://open.spotify.com/track/649OER2fD5gRDLrBotiR7U,upbeat synth,yes
Photograph - Felix Jaehn Remix,"Ed Sheeran, Felix Jaehn",,,,,,,,,,,,,,,,,,,,retro; upbeat; neon; danceable; escapist,escaping into bright movement and polished nostalgia,"Photograph - Felix Jaehn Remix | Ed Sheeran, Felix Jaehn | retro; upbeat; neon; danceable; escapist | escaping into bright movement and polished nostalgia | retro neon escapist",retro neon escapist,https://open.spotify.com/track/3uF6gFig8oDkHvpHNygL7u,upbeat synth,yes
kōyūei,yesmcx,,,,,,,,,,,,,,,,,,,,retro; upbeat; neon; danceable; escapist,escaping into bright movement and polished nostalgia,kōyūei | yesmcx | retro; upbeat; neon; danceable; escapist | escaping into bright movement and polished nostalgia | retro neon escapist,retro neon escapist,https://open.spotify.com/track/6YJFRvMV9n1q0d1IvAeViI,upbeat synth,yes
U-Phoria,SUM SUN,,,,,,,,,,,,,,,,,,,,retro; upbeat; neon; danceable; escapist,escaping into bright movement and polished nostalgia,U-Phoria | SUM SUN | retro; upbeat; neon; danceable; escapist | escaping into bright movement and polished nostalgia | retro neon escapist,retro neon escapist,https://open.spotify.com/track/7KkU4xF6ImhQoOkS6p72Np,upbeat synth,yes
Soft Romantic Piano,Vivid Mood Frames,,,,,,,,,,,,,,,,,,,,warm; romantic; gentle; understated; emotionally observant,quietly feeling something without saying it too loudly,Soft Romantic Piano | Vivid Mood Frames | warm; romantic; gentle; understated; emotionally observant | quietly feeling something without saying it too loudly | beautifully detached romantic,beautifully detached romantic,https://open.spotify.com/track/6cnb777w32IvULxKCbg80c,soft romantic,yes
Always Remember Us This Way,Lady Gaga,,,,,,,,,,,,,,,,,,,,warm; romantic; gentle; understated; emotionally observant,quietly feeling something without saying it too loudly,Always Remember Us This Way | Lady Gaga | warm; romantic; gentle; understated; emotionally observant | quietly feeling something without saying it too loudly | beautifully detached romantic,beautifully detached romantic,https://open.spotify.com/track/2rbDhOo9Fh61Bbu23T2qCk,soft romantic,yes
Love Hurts - Single Edit,Nazareth,,,,,,,,,,,,,,,,,,,,warm; romantic; gentle; understated; emotionally observant,quietly feeling something without saying it too loudly,Love Hurts - Single Edit | Nazareth | warm; romantic; gentle; understated; emotionally observant | quietly feeling something without saying it too loudly | beautifully detached romantic,beautifully detached romantic,https://open.spotify.com/track/6MXUZ4VRQ41qTPWKgvHMCK,soft romantic,yes
With Or Without You - Remastered 2007,U2,,,,,,,,,,,,,,,,,,,,warm; romantic; gentle; understated; emotionally observant,quietly feeling something without saying it too loudly,With Or Without You - Remastered 2007 | U2 | warm; romantic; gentle; understated; emotionally observant | quietly feeling something without saying it too loudly | beautifully detached romantic,beautifully detached romantic,https://open.spotify.com/track/5JGEAz15LkPoOtFHttDtVs,soft romantic,yes
If You Don't Know Me by Now - 2008 Remaster,Simply Red,,,,,,,,,,,,,,,,,,,,warm; romantic; gentle; understated; emotionally observant,quietly feeling something without saying it too loudly,If You Don't Know Me by Now - 2008 Remaster | Simply Red | warm; romantic; gentle; understated; emotionally observant | quietly feeling something without saying it too loudly | beautifully detached romantic,beautifully detached romantic,https://open.spotify.com/track/7DFawVSjI88xR9mjnWwURg,soft romantic,yes
In A Good Way,Faye Webster,,,,,,,,,,,,,,,,,,,,warm; romantic; gentle; understated; emotionally observant,quietly feeling something without saying it too loudly,In A Good Way | Faye Webster | warm; romantic; gentle; understated; emotionally observant | quietly feeling something without saying it too loudly | beautifully detached romantic,beautifully detached romantic,https://open.spotify.com/track/2VYnlKxB8jpbCeLUjQsebc,soft romantic,yes
A Whiter Shade of Pale,Annie Lennox,,,,,,,,,,,,,,,,,,,,warm; romantic; gentle; understated; emotionally observant,quietly feeling something without saying it too loudly,A Whiter Shade of Pale | Annie Lennox | warm; romantic; gentle; understated; emotionally observant | quietly feeling something without saying it too loudly | beautifully detached romantic,beautifully detached romantic,https://open.spotify.com/track/11Mkoen07pKwyDqHiFnVU9,soft romantic,yes
Walls - Naked Edition,Ruben,,,,,,,,,,,,,,,,,,,,warm; romantic; gentle; understated; emotionally observant,quietly feeling something without saying it too loudly,Walls - Naked Edition | Ruben | warm; romantic; gentle; understated; emotionally observant | quietly feeling something without saying it too loudly | beautifully detached romantic,beautifully detached romantic,https://open.spotify.com/track/7M0G5wRuoISYiCDytDxEFz,soft romantic,yes
Colder Weather,Zac Brown Band,,,,,,,,,,,,,,,,,,,,warm; romantic; gentle; understated; emotionally observant,quietly feeling something without saying it too loudly,Colder Weather | Zac Brown Band | warm; romantic; gentle; understated; emotionally observant | quietly feeling something without saying it too loudly | beautifully detached romantic,beautifully detached romantic,https://open.spotify.com/track/3U8dHeggJ8IBe0UCb1gbyB,soft romantic,yes
A Love So Beautiful,Michael Bolton,,,,,,,,,,,,,,,,,,,,warm; romantic; gentle; understated; emotionally observant,quietly feeling something without saying it too loudly,A Love So Beautiful | Michael Bolton | warm; romantic; gentle; understated; emotionally observant | quietly feeling something without saying it too loudly | beautifully detached romantic,beautifully detached romantic,https://open.spotify.com/track/25Tv2fijQx21CR70wDGwia,soft romantic,yes
Dreams,The Cranberries,,,,,,,,,,,,,,,,,,,,warm; romantic; gentle; understated; emotionally observant,quietly feeling something without saying it too loudly,Dreams | The Cranberries | warm; romantic; gentle; understated; emotionally observant | quietly feeling something without saying it too loudly | beautifully detached romantic,beautifully detached romantic,https://open.spotify.com/track/3W486X36Id1ChRaLhseMBj,dream pop romantic,yes
through - Remastered,800 cherries,,,,,,,,,,,,,,,,,,,,warm; romantic; gentle; understated; emotionally observant,quietly feeling something without saying it too loudly,through - Remastered | 800 cherries | warm; romantic; gentle; understated; emotionally observant | quietly feeling something without saying it too loudly | beautifully detached romantic,beautifully detached romantic,https://open.spotify.com/track/3YIcae7kfKRTJkvPMktAqJ,dream pop romantic,yes
Set the Night to Music,Starship,,,,,,,,,,,,,,,,,,,,warm; romantic; gentle; understated; emotionally observant,quietly feeling something without saying it too loudly,Set the Night to Music | Starship | warm; romantic; gentle; understated; emotionally observant | quietly feeling something without saying it too loudly | beautifully detached romantic,beautifully detached romantic,https://open.spotify.com/track/3tf0iRfyJd4eYqs1Dn1w79,dream pop romantic,yes
Dream On,Depeche Mode,,,,,,,,,,,,,,,,,,,,warm; romantic; gentle; understated; emotionally observant,quietly feeling something without saying it too loudly,Dream On | Depeche Mode | warm; romantic; gentle; understated; emotionally observant | quietly feeling something without saying it too loudly | beautifully detached romantic,beautifully detached romantic,https://open.spotify.com/track/3fIsVx19pqTGejb7cwlLQB,dream pop romantic,yes
Slaying The Dreamer,Nightwish,,,,,,,,,,,,,,,,,,,,warm; romantic; gentle; understated; emotionally observant,quietly feeling something without saying it too loudly,Slaying The Dreamer | Nightwish | warm; romantic; gentle; understated; emotionally observant | quietly feeling something without saying it too loudly | beautifully detached romantic,beautifully detached romantic,https://open.spotify.com/track/7GD8Ei7EHY0lRxENsqxfUz,dream pop romantic,yes
Dreamer,Laufey,,,,,,,,,,,,,,,,,,,,warm; romantic; gentle; understated; emotionally observant,quietly feeling something without saying it too loudly,Dreamer | Laufey | warm; romantic; gentle; understated; emotionally observant | quietly feeling something without saying it too loudly | beautifully detached romantic,beautifully detached romantic,https://open.spotify.com/track/59ufJBDa8L0dduJwcxXnZj,dream pop romantic,yes
End of Time,High June,,,,,,,,,,,,,,,,,,,,warm; romantic; gentle; understated; emotionally observant,quietly feeling something without saying it too loudly,End of Time | High June | warm; romantic; gentle; understated; emotionally observant | quietly feeling something without saying it too loudly | beautifully detached romantic,beautifully detached romantic,https://open.spotify.com/track/6HmytvT0d3avM8PT71IEhk,dream pop romantic,yes
Seorang Ayah Rela Disodomi Waria Demi Membeli Susu Anak,Jason Ranti,,,,,,,,,,,,,,,,,,,,warm; romantic; gentle; understated; emotionally observant,quietly feeling something without saying it too loudly,Seorang Ayah Rela Disodomi Waria Demi Membeli Susu Anak | Jason Ranti | warm; romantic; gentle; understated; emotionally observant | quietly feeling something without saying it too loudly | beautifully detached romantic,beautifully detached romantic,https://open.spotify.com/track/0qaBVhQl8eN7ZDiIkWPQ4R,dream pop romantic,yes
Not My Taste (feat. SAKURA),"BGM, SAKURA",,,,,,,,,,,,,,,,,,,,warm; romantic; gentle; understated; emotionally observant,quietly feeling something without saying it too loudly,"Not My Taste (feat. SAKURA) | BGM, SAKURA | warm; romantic; gentle; understated; emotionally observant | quietly feeling something without saying it too loudly | beautifully detached romantic",beautifully detached romantic,https://open.spotify.com/track/5LY17xXecV7OqawPyuLrhv,dream pop romantic,yes
Dreams Unfold,"Joyner Lucas, Lil Tjay",,,,,,,,,,,,,,,,,,,,warm; romantic; gentle; understated; emotionally observant,quietly feeling something without saying it too loudly,"Dreams Unfold | Joyner Lucas, Lil Tjay | warm; romantic; gentle; understated; emotionally observant | quietly feeling something without saying it too loudly | beautifully detached romantic",beautifully detached romantic,https://open.spotify.com/track/5ChX0Yt1wPpRJFPPecJZPh,dream pop romantic,yes
Gentle,sign crushes motorist,,,,,,,,,,,,,,,,,,,,warm; romantic; gentle; understated; emotionally observant,quietly feeling something without saying it too loudly,Gentle | sign crushes motorist | warm; romantic; gentle; understated; emotionally observant | quietly feeling something without saying it too loudly | beautifully detached romantic,beautifully detached romantic,https://open.spotify.com/track/76uOV7B1Pm2PabFU7OSuC3,gentle indie,yes
anything,Adrianne Lenker,,,,,,,,,,,,,,,,,,,,warm; romantic; gentle; understated; emotionally observant,quietly feeling something without saying it too loudly,anything | Adrianne Lenker | warm; romantic; gentle; understated; emotionally observant | quietly feeling something without saying it too loudly | beautifully detached romantic,beautifully detached romantic,https://open.spotify.com/track/4PwWESSlTwzvw9B7bmtTLS,gentle indie,yes
Gentleman Blue,Elysia Biro,,,,,,,,,,,,,,,,,,,,warm; romantic; gentle; understated; emotionally observant,quietly feeling something without saying it too loudly,Gentleman Blue | Elysia Biro | warm; romantic; gentle; understated; emotionally observant | quietly feeling something without saying it too loudly | beautifully detached romantic,beautifully detached romantic,https://open.spotify.com/track/5loW20chHOzvK5z4y9D96U,gentle indie,yes
zombie girl,Adrianne Lenker,,,,,,,,,,,,,,,,,,,,warm; romantic; gentle; understated; emotionally observant,quietly feeling something without saying it too loudly,zombie girl | Adrianne Lenker | warm; romantic; gentle; understated; emotionally observant | quietly feeling something without saying it too loudly | beautifully detached romantic,beautifully detached romantic,https://open.spotify.com/track/3v2OxIsGWJXWfLuRkB59Q6,gentle indie,yes
Gentle Heart,Nabihah Iqbal,,,,,,,,,,,,,,,,,,,,warm; romantic; gentle; understated; emotionally observant,quietly feeling something without saying it too loudly,Gentle Heart | Nabihah Iqbal | warm; romantic; gentle; understated; emotionally observant | quietly feeling something without saying it too loudly | beautifully detached romantic,beautifully detached romantic,https://open.spotify.com/track/1OFjWqPsPZ2rJLrfPPcvka,gentle indie,yes
my angel,Adrianne Lenker,,,,,,,,,,,,,,,,,,,,warm; romantic; gentle; understated; emotionally observant,quietly feeling something without saying it too loudly,my angel | Adrianne Lenker | warm; romantic; gentle; understated; emotionally observant | quietly feeling something without saying it too loudly | beautifully detached romantic,beautifully detached romantic,https://open.spotify.com/track/0jpEKGcoyt7oNpgI9S9cbA,gentle indie,yes
Gentle Love,Greg Mendez,,,,,,,,,,,,,,,,,,,,warm; romantic; gentle; understated; emotionally observant,quietly feeling something without saying it too loudly,Gentle Love | Greg Mendez | warm; romantic; gentle; understated; emotionally observant | quietly feeling something without saying it too loudly | beautifully detached romantic,beautifully detached romantic,https://open.spotify.com/track/5adzqxkfPcRr3lEmoZvxgN,gentle indie,yes
Time,Angelo De Augustine,,,,,,,,,,,,,,,,,,,,warm; romantic; gentle; understated; emotionally observant,quietly feeling something without saying it too loudly,Time | Angelo De Augustine | warm; romantic; gentle; understated; emotionally observant | quietly feeling something without saying it too loudly | beautifully detached romantic,beautifully detached romantic,https://open.spotify.com/track/0FjTazWaBSHBVWm2PAGghQ,gentle indie,yes
Gentleman,Towa Bird,,,,,,,,,,,,,,,,,,,,warm; romantic; gentle; understated; emotionally observant,quietly feeling something without saying it too loudly,Gentleman | Towa Bird | warm; romantic; gentle; understated; emotionally observant | quietly feeling something without saying it too loudly | beautifully detached romantic,beautifully detached romantic,https://open.spotify.com/track/5qGlVj7q8E5kJRznWOD12a,gentle indie,yes
Rust.,Mon Rovîa,,,,,,,,,,,,,,,,,,,,warm; romantic; gentle; understated; emotionally observant,quietly feeling something without saying it too loudly,Rust. | Mon Rovîa | warm; romantic; gentle; understated; emotionally observant | quietly feeling something without saying it too loudly | beautifully detached romantic,beautifully detached romantic,https://open.spotify.com/track/2y6vEKzRcA49gCJEv9DP8N,gentle indie,yes
Keep Me Warm,Ron Pope,,,,,,,,,,,,,,,,,,,,warm; romantic; gentle; understated; emotionally observant,quietly feeling something without saying it too loudly,Keep Me Warm | Ron Pope | warm; romantic; gentle; understated; emotionally observant | quietly feeling something without saying it too loudly | beautifully detached romantic,beautifully detached romantic,https://open.spotify.com/track/0rvYlwpRtYSmx4DbbbjGvY,warm bedroom pop,yes
Slippery,"Migos, Gucci Mane",,,,,,,,,,,,,,,,,,,,warm; romantic; gentle; understated; emotionally observant,quietly feeling something without saying it too loudly,"Slippery | Migos, Gucci Mane | warm; romantic; gentle; understated; emotionally observant | quietly feeling something without saying it too loudly | beautifully detached romantic",beautifully detached romantic,https://open.spotify.com/track/5oNf3OAHYDtorp8snu7wI8,warm bedroom pop,yes
PILLOWTALK REMIX (feat. Lil Wayne),"ZAYN, Lil Wayne, Jaegen",,,,,,,,,,,,,,,,,,,,warm; romantic; gentle; understated; emotionally observant,quietly feeling something without saying it too loudly,"PILLOWTALK REMIX (feat. Lil Wayne) | ZAYN, Lil Wayne, Jaegen | warm; romantic; gentle; understated; emotionally observant | quietly feeling something without saying it too loudly | beautifully detached romantic",beautifully detached romantic,https://open.spotify.com/track/7Kux9Q1ZYx1V1j3wre0aWk,warm bedroom pop,yes
Things That Make It Warm,Cavetown,,,,,,,,,,,,,,,,,,,,warm; romantic; gentle; understated; emotionally observant,quietly feeling something without saying it too loudly,Things That Make It Warm | Cavetown | warm; romantic; gentle; understated; emotionally observant | quietly feeling something without saying it too loudly | beautifully detached romantic,beautifully detached romantic,https://open.spotify.com/track/4tN2kX3tYCr1R4qCSS2LDV,warm bedroom pop,yes
Mink Flow,"Future, Young Thug",,,,,,,,,,,,,,,,,,,,warm; romantic; gentle; understated; emotionally observant,quietly feeling something without saying it too loudly,"Mink Flow | Future, Young Thug | warm; romantic; gentle; understated; emotionally observant | quietly feeling something without saying it too loudly | beautifully detached romantic",beautifully detached romantic,https://open.spotify.com/track/1KF7iLK6wK3hjjtqxjRiym,warm bedroom pop,yes
Things That Make It Warm,Cavetown,,,,,,,,,,,,,,,,,,,,warm; romantic; gentle; understated; emotionally observant,quietly feeling something without saying it too loudly,Things That Make It Warm | Cavetown | warm; romantic; gentle; understated; emotionally observant | quietly feeling something without saying it too loudly | beautifully detached romantic,beautifully detached romantic,https://open.spotify.com/track/72g8JEkbyut7eAzILgBxDd,warm bedroom pop,yes
Steady Mobbin,"Young Money, Gucci Mane",,,,,,,,,,,,,,,,,,,,warm; romantic; gentle; understated; emotionally observant,quietly feeling something without saying it too loudly,"Steady Mobbin | Young Money, Gucci Mane | warm; romantic; gentle; understated; emotionally observant | quietly feeling something without saying it too loudly | beautifully detached romantic",beautifully detached romantic,https://open.spotify.com/track/3cSuhzV7wKX5diQ8hos78P,warm bedroom pop,yes
