song_title,artist,spotify_url,custom_mood_tags,listener_context,archetype,seed_query,weak_label
Fest i Holma,Pipex,https://open.spotify.com/track/6xngCKQTKHOiSHLXuOcuOq,euphoric; high-energy; motivational; explosive; transformational,"wanting to become a sharper, stronger version of yourself",euphoric transformation seeker,festival anthem,yes
No One Knows,Queens of the Stone Age,https://open.spotify.com/track/79Qz2xNMjm0IktJAARpQoR,euphoric; high-energy; motivational; explosive; transformational,"wanting to become a sharper, stronger version of yourself",euphoric transformation seeker,festival anthem,yes
ENERGY,UNCHILD,https://open.spotify.com/track/3K6yAlZxPch65Xz69S2C8N,euphoric; high-energy; motivational; explosive; transformational,"wanting to become a sharper, stronger version of yourself",euphoric transformation seeker,high energy pop,yes
High Energy,Evelyn Thomas,https://open.spotify.com/track/2O3JCRH7IvUUbzbxEvoVAi,euphoric; high-energy; motivational; explosive; transformational,"wanting to become a sharper, stronger version of yourself",euphoric transformation seeker,high energy pop,yes
I'm Poppy,Poppy,https://open.spotify.com/track/0Im84bX7LT7FLt8reDr9ck,euphoric; high-energy; motivational; explosive; transformational,"wanting to become a sharper, stronger version of yourself",euphoric transformation seeker,high energy pop,yes
Best Friend (feat. Doja Cat),"Saweetie, Doja Cat",https://open.spotify.com/track/2etHQJxIbV0soyPhelVs9Y,euphoric; high-energy; motivational; explosive; transformational,"wanting to become a sharper, stronger version of yourself",euphoric transformation seeker,high energy pop,yes
High Energy - Almighty Definitive Radio Edit,Evelyn Thomas,https://open.spotify.com/track/4ZnFFgAMVR1JnNCv3GhxQb,euphoric; high-energy; motivational; explosive; transformational,"wanting to become a sharper, stronger version of yourself",euphoric transformation seeker,high energy pop,yes
Best Friend (feat. Doja Cat),"Saweetie, Doja Cat",https://open.spotify.com/track/20BOju91NaEFK5Py4VJ2pp,euphoric; high-energy; motivational; explosive; transformational,"wanting to become a sharper, stronger version of yourself",euphoric transformation seeker,high energy pop,yes
Mirage (Aka La Luna aka Stasera La Luna) - Extended Version,Scotch,https://open.spotify.com/track/1AfEIlMZHTtY2W0ATkYZct,euphoric; high-energy; motivational; explosive; transformational,"wanting to become a sharper, stronger version of yourself",euphoric transformation seeker,high energy pop,yes
edamame,"bbno$, Rich Brian",https://open.spotify.com/track/5iYaUYtCRJ0tyikX9vlh5I,euphoric; high-energy; motivational; explosive; transformational,"wanting to become a sharper, stronger version of yourself",euphoric transformation seeker,high energy pop,yes
Trappa Rappa,Quavo,https://open.spotify.com/track/1YmfBSzdcuxODy862CIne6,euphoric; high-energy; motivational; explosive; transformational,"wanting to become a sharper, stronger version of yourself",euphoric transformation seeker,high energy pop,yes
